,batch,ctype_ubcupdate,genotype_crct_x,genotype_crct_y,timepoint
140,2063,Astrocyte,1.7932086989698588,SCA1,12wk
141,2063,Bergmann glia,2.7851964898893553,SCA1,12wk
142,2063,Deep cerebellar nuclei,0.2861503243037009,SCA1,12wk
143,2063,Endothelial cell,0.8393742846241892,SCA1,12wk
144,2063,GABAergic interneuron 1,4.120564669973293,SCA1,12wk
145,2063,GABAergic interneuron 2,1.2018313620755439,SCA1,12wk
146,2063,GABAergic interneuron 3,0.22892025944296068,SCA1,12wk
147,2063,Granule cell,85.00572300648608,SCA1,12wk
148,2063,Microglia,0.22892025944296068,SCA1,12wk
149,2063,Oligodendrocyte,2.270125906142694,SCA1,12wk
150,2063,Oligodendrocyte progenitor cell,0.2098435711560473,SCA1,12wk
151,2063,Pericyte,0.3433803891644411,SCA1,12wk
152,2063,Purkinje cell,0.4006104540251812,SCA1,12wk
153,2063,Unipolar brush cell,0.2861503243037009,SCA1,12wk
154,2065,Astrocyte,1.4976519862926767,SCA1,12wk
155,2065,Bergmann glia,2.5383931971062315,SCA1,12wk
156,2065,Deep cerebellar nuclei,0.13961162584084275,SCA1,12wk
157,2065,Endothelial cell,0.5457545373778399,SCA1,12wk
158,2065,GABAergic interneuron 1,3.959893387485722,SCA1,12wk
159,2065,GABAergic interneuron 2,1.2438126665820535,SCA1,12wk
160,2065,GABAergic interneuron 3,0.19037948978296737,SCA1,12wk
161,2065,Granule cell,85.93730168803148,SCA1,12wk
162,2065,Microglia,0.2538393197106232,SCA1,12wk
163,2065,Oligodendrocyte,2.474933367178576,SCA1,12wk
164,2065,Oligodendrocyte progenitor cell,0.2538393197106232,SCA1,12wk
165,2065,Pericyte,0.3299911156238101,SCA1,12wk
166,2065,Purkinje cell,0.4442188094935905,SCA1,12wk
167,2065,Unipolar brush cell,0.19037948978296737,SCA1,12wk
168,6569,Astrocyte,2.316545347235884,WT,18wk
169,6569,Bergmann glia,3.142829037969703,WT,18wk
170,6569,Deep cerebellar nuclei,0.7229982293920914,WT,18wk
171,6569,Endothelial cell,0.6492228998622861,WT,18wk
172,6569,GABAergic interneuron 1,4.706866024001574,WT,18wk
173,6569,GABAergic interneuron 2,1.3869761951603383,WT,18wk
174,6569,GABAergic interneuron 3,0.34428487113909106,WT,18wk
175,6569,Granule cell,81.02990360023608,WT,18wk
176,6569,Microglia,0.2606728310053118,WT,18wk
177,6569,Oligodendrocyte,3.4772771985048196,WT,18wk
178,6569,Oligodendrocyte progenitor cell,0.314774739327169,WT,18wk
179,6569,Pericyte,0.43773362187684445,WT,18wk
180,6569,Purkinje cell,0.9984261263033641,WT,18wk
181,6569,Unipolar brush cell,0.21148927798544168,WT,18wk
182,65701,Astrocyte,3.0770299367923872,WT,18wk
183,65701,Bergmann glia,3.5632423421546155,WT,18wk
184,65701,Deep cerebellar nuclei,1.833715357366118,WT,18wk
185,65701,Endothelial cell,1.1738556643745224,WT,18wk
186,65701,GABAergic interneuron 1,5.15385149683962,WT,18wk
187,65701,GABAergic interneuron 2,1.250260470931444,WT,18wk
188,65701,GABAergic interneuron 3,0.312565117732861,WT,18wk
189,65701,Granule cell,77.78009307494617,WT,18wk
190,65701,Microglia,0.2986733347225116,WT,18wk
191,65701,Oligodendrocyte,3.646593040216712,WT,18wk
192,65701,Oligodendrocyte progenitor cell,0.3611863582690838,WT,18wk
193,65701,Pericyte,0.5070500798777523,WT,18wk
194,65701,Purkinje cell,0.826561089115788,WT,18wk
195,65701,Unipolar brush cell,0.21532263666041535,WT,18wk
196,65702,Astrocyte,3.1236251649802025,WT,18wk
197,65702,Bergmann glia,3.796115894664069,WT,18wk
198,65702,Deep cerebellar nuclei,1.6026648230783733,WT,18wk
199,65702,Endothelial cell,1.093583055747596,WT,18wk
200,65702,GABAergic interneuron 1,5.511909999371504,WT,18wk
201,65702,GABAergic interneuron 2,1.401546100182264,WT,18wk
202,65702,GABAergic interneuron 3,0.2891081641631576,WT,18wk
203,65702,Granule cell,77.08503551002451,WT,18wk
204,65702,Microglia,0.3268179247061781,WT,18wk
205,65702,Oligodendrocyte,3.620137012129973,WT,18wk
206,65702,Oligodendrocyte progenitor cell,0.45251712651624665,WT,18wk
207,65702,Pericyte,0.6599208095028597,WT,18wk
208,65702,Purkinje cell,0.8736094525799761,WT,18wk
209,65702,Unipolar brush cell,0.16340896235308905,WT,18wk
210,6571,Astrocyte,2.7655048273604974,SCA1,18wk
211,6571,Bergmann glia,3.0873288605247367,SCA1,18wk
212,6571,Deep cerebellar nuclei,0.18000327278677794,SCA1,18wk
213,6571,Endothelial cell,1.4509354715540281,SCA1,18wk
214,6571,GABAergic interneuron 1,3.9273441335297004,SCA1,18wk
215,6571,GABAergic interneuron 2,1.101838215240277,SCA1,18wk
216,6571,GABAergic interneuron 3,0.19091256204658266,SCA1,18wk
217,6571,Granule cell,82.95969017618502,SCA1,18wk
218,6571,Microglia,0.29455081001472755,SCA1,18wk
219,6571,Oligodendrocyte,2.5418643975345008,SCA1,18wk
220,6571,Oligodendrocyte progenitor cell,0.2618229422353133,SCA1,18wk
221,6571,Pericyte,0.512736595210822,SCA1,18wk
222,6571,Purkinje cell,0.5945562646593574,SCA1,18wk
223,6571,Unipolar brush cell,0.13091147111765666,SCA1,18wk
